Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
16/05/2025 09:49:59,15 - 20 Years,Male,Rural,SS3,10,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & Above,3Hrs & Above,6 - 7Hrs,Very Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
16/05/2025 09:57:51,15 - 20 Years,Male,Semi-Urban,SS2,9,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
16/05/2025 17:48:01,15 - 20 Years,Male,Semi-Urban,SS2,8,Very Involved,Yes,Phd,Phd,Mother,Very Likely,Likely,Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
16/05/2025 17:50:55,10 - 15 Years,Female,Rural,SS1,7,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Often,No,Yes,No,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Reading",Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
16/05/2025 17:54:41,10 - 15 Years,Male,Urban,SS1,8,Involved,Yes,Masters Degree,Waec/Ssce,Father,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Reading",Yes,No,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
16/05/2025 17:57:29,10 - 15 Years,Female,Urban,SS1,6,Very Involved,Yes,Phd,University Or Polytechnic Degree,Father,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
16/05/2025 21:55:13,15 - 20 Years,Female,Rural,SS3,9,Involved,No,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,3Hrs & Above,7 - 8Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
18/05/2025 18:53:03,15 - 20 Years,Male,Semi-Urban,SS 1,3,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,No,Not Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
18/05/2025 18:57:37,10 - 15 Years,Male,Urban,SS 1,6,Not At All Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
18/05/2025 19:04:12,15 - 20 Years,Female,Urban,SS 2,5,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
18/05/2025 19:10:13,15 - 20 Years,Male,Urban,SS 3,6,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Likely,Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Very Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 10
18/05/2025 19:23:44,15 - 20 Years,Female,Urban,SS 1,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
18/05/2025 19:27:49,10 - 15 Years,Male,Semi-Urban,SS 2,5,Involved,Yes,Waec/Ssce,Waec/Ssce,Father,Likely,Likely,Far,Trekking,No,No,Yes,Not Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,Yes,Between 55 - 65 %,No,Top 10
18/05/2025 19:35:13,10 - 15 Years,Male,Rural,SS 2,9,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,Trekking,No,No,No,Often,Often,Yes,Yes,No,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,"Hawking/Trading, Playing",No,No,No,Yes,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 19:44:04,15 - 20 Years,Female,Rural,SS 1,8,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 20:00:45,10 - 15 Years,Male,Urban,SS 3,5,Involved,No,Waec/Ssce,Waec/Ssce,Mother,Not Likely,Not Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,No,No,60 & Above,3Hrs & Above,7 - 8Hrs,Often,"After School Lessons, Playing, Reading",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 20:16:44,15 - 20 Years,Female,Rural,SS 3,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,Trekking,No,No,No,Not Often,Often,No,Yes,No,60 & Above,3Hrs & Above,4 - 5Hrs,Very Often,"Playing, Reading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
18/05/2025 20:21:15,15 - 20 Years,Male,Semi-Urban,SS 2,4,Involved,Yes,Waec/Ssce,Waec/Ssce,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Reading",Yes,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
20/05/2025 09:03:03,10 - 15 Years,Male,Rural,SS2,10,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Reading",Yes,No,Yes,No,No,No,Between 45 - 55 %,No,Top 10
20/05/2025 09:08:37,15 - 20 Years,Male,Urban,SS3,9,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Far,Trekking,Yes,Yes,Yes,Not Often,Very Often,No,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,Reading,Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 5
20/05/2025 09:11:41,15 - 20 Years,Female,Urban,SS3,6,Very Involved,Yes,Masters Degree,Masters Degree,Father,Likely,Very Likely,Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
27/05/2025 21:12:03,10 - 15 Years,Male,Urban,SS 1,5,Not At All Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,Yes,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Playing, Reading, Sleeping",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
27/05/2025 21:23:58,15 - 20 Years,Female,Urban,SS 2,4,Not At All Involved,No,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,"Playing, Reading",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
27/05/2025 21:35:41,15 - 20 Years,Female,Semi-Urban,SS 3,6,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Very Likely,Very Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 10
27/05/2025 21:55:35,10 - 15 Years,Male,Semi-Urban,SS 1,5,Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Very Likely,Not Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Very Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
27/05/2025 22:08:11,15 - 20 Years,Male,Rural,SS 2,5,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,No,Not Often,Not Often,No,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
27/05/2025 22:16:39,10 - 15 Years,Female,Rural,SS 3,7,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Very Likely,Very Far,Trekking,No,No,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
27/05/2025 22:20:22,10 - 15 Years,Female,Semi-Urban,SS 2,5,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Very Likely,Not Likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Hawking/Trading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:10:44,10 - 15 Years,Male,Urban,SS 2,6,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
06/06/2025 11:12:40,15 - 20 Years,Female,Rural,SS 3,4,Very Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,Mother,Very Likely,Likely,Very Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",No,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:15:18,15 - 20 Years,Male,Semi-Urban,SS 1,5,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
06/06/2025 11:18:35,15 - 20 Years,Female,Urban,SS 1,3,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Very Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:22:08,10 - 15 Years,Male,Rural,SS 1,8,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,10 - 40 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Playing, Sleeping",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
06/06/2025 11:36:36,15 - 20 Years,Female,Semi-Urban,SS 2,4,Not At All Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,Yes,No,No,60 & Above,Between 1Hr - 3Hrs,4 - 5Hrs,Not Often,"Playing, Reading, Sleeping",No,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:38:48,15 - 20 Years,Male,Rural,SS 3,8,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:41:20,15 - 20 Years,Female,Semi-Urban,SS 2,5,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,Trekking,No,Yes,No,Not Often,Not Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"Hawking/Trading, Playing, Reading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:43:35,10 - 15 Years,Male,Urban,SS 3,4,Involved,No,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:58:32,15 - 20 Years,Female,Semi-Urban,SS 1,5,Not At All Involved,No,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,Yes,No,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Not Often,"After School Lessons, Playing, Sleeping",Yes,Yes,No,No,No,No,Between 55 - 65 %,Yes,Top 10
06/06/2025 12:06:22,10 - 15 Years,Female,Semi-Urban,SS 2,4,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 12:09:54,15 - 20 Years,Female,Semi-Urban,SS 2,5,Involved,Yes,Masters Degree,Phd,Mother,Likely,Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
06/06/2025 12:14:40,10 - 15 Years,Female,Semi-Urban,SS 2,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Not Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 10
06/06/2025 12:20:07,10 - 15 Years,Male,Semi-Urban,SS 1,6,Very Involved,Yes,Masters Degree,Masters Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
06/06/2025 12:24:51,15 - 20 Years,Male,Urban,SS 1,4,Very Involved,No,University Or Polytechnic Degree,Waec/Ssce,Mother,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
06/06/2025 12:33:14,15 - 20 Years,Male,Semi-Urban,SS 2,5,Not At All Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Often,Yes,Yes,Yes,40 - 60 %,3Hrs & Above,7 - 8Hrs,Very Often,"Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 12:41:23,15 - 20 Years,Female,Urban,SS 2,5,Involved,Yes,Masters Degree,Masters Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Often,Yes,Yes,Yes,40 - 60 %,3Hrs & Above,7 - 8Hrs,Often,"Playing, Reading",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 5
06/06/2025 12:46:03,15 - 20 Years,Female,Semi-Urban,SS 3,4,Very Involved,Yes,Masters Degree,Masters Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,"Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
06/06/2025 13:03:30,10 - 15 Years,Male,Rural,SS 1,5,Involved,No,Waec/Ssce,Waec/Ssce,Mother,Likely,Likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 13:07:39,15 - 20 Years,Male,Rural,SS 2,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Reading",No,No,No,No,Yes,Yes,65 & Above,No,Top 10
06/06/2025 13:13:12,10 - 15 Years,Female,Rural,SS 3,6,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,Yes,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 13:17:35,10 - 15 Years,Female,Rural,SS 2,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 13:24:05,15 - 20 Years,Female,Semi-Urban,SS 2,4,Not At All Involved,No,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 14:00:21,10 - 15 Years,Female,Semi-Urban,SS 1,6,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",No,No,No,Yes,No,No,65 & Above,No,Top 10
06/06/2025 14:02:53,15 - 20 Years,Female,Urban,SS 2,3,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Not Often,No,No,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Reading, Sleeping",No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
06/06/2025 14:05:36,15 - 20 Years,Female,Semi-Urban,SS 1,5,Not At All Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:07:12,10 - 15 Years,Female,Semi-Urban,SS 3,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 14:17:46,10 - 15 Years,Female,Urban,SS 3,5,Involved,Yes,Phd,Masters Degree,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Often,No,No,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:25:07,15 - 20 Years,Female,Urban,SS 2,2,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Not Often,No,No,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Playing",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:28:19,15 - 20 Years,Male,Semi-Urban,SS 1,4,Not At All Involved,No,Phd,University Or Polytechnic Degree,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
06/06/2025 14:38:58,15 - 20 Years,Female,Semi-Urban,SS 2,3,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading",No,No,No,No,No,No,65 & Above,No,Top 3
06/06/2025 14:41:10,15 - 20 Years,Male,Semi-Urban,SS 2,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Not Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
06/06/2025 14:48:23,15 - 20 Years,Female,Semi-Urban,SS 2,4,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
