Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
18/05/2025 19:04:12,15 - 20 years,Female,Urban,SSS 2,5,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Father,Likely,Very likely,Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
18/05/2025 19:10:13,15 - 20 years,Male,Urban,SSS 3,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Very Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
18/05/2025 19:23:44,15 - 20 years,Female,Urban,SSS 1,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
18/05/2025 19:27:49,10 - 15 years,Male,Semi-urban,SSS 2,5,Involved,Yes,WAEC/SSCE,WAEC/SSCE,Father,Likely,Likely,Far,Trekking,No,No,Yes,Not Often,Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,Yes,Between 55 - 65 %,No,Top 10
18/05/2025 19:35:13,10 - 15 years,Male,Rural,SSS 2,9,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,No,No,Often,Often,Yes,Yes,No,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Playing, Hawking/Trading",No,No,No,Yes,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 19:44:04,15 - 20 years,Female,Rural,SSS 1,8,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 20:00:45,10 - 15 years,Male,Urban,SSS 3,5,Involved,No,WAEC/SSCE,WAEC/SSCE,Mother,Not likely,Not likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Playing",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
18/05/2025 20:16:44,15 - 20 years,Female,Rural,SSS 3,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,Trekking,No,No,No,Not Often,Often,No,Yes,No,60 & above,3hrs & above,4 - 5hrs,Very Often,"Reading, Playing",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
18/05/2025 20:21:15,15 - 20 years,Male,Semi-urban,SSS 2,4,Involved,Yes,WAEC/SSCE,WAEC/SSCE,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading",Yes,No,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
20/05/2025 09:03:03,10 - 15 years,Male,Rural,SS2,10,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Hawking/Trading",Yes,No,Yes,No,No,No,Between 45 - 55 %,No,Top 10
20/05/2025 09:08:37,15 - 20 years,Male,Urban,SS3,9,Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Likely,Likely,Far,Trekking,Yes,Yes,Yes,Not Often,Very Often,No,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,Reading,Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 5
20/05/2025 09:11:41,15 - 20 years,Female,Urban,SS3,6,Very Involved,Yes,Masters Degree,Masters Degree,Father,Likely,Very likely,Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
27/05/2025 21:12:03,10 - 15 years,Male,Urban,SSS 1 ,5,Not at all involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,Yes,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,"Reading, Playing, Sleeping",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
27/05/2025 21:23:58,15 - 20 years,Female,Urban,SSS 2 ,4,Not at all involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,Yes,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Very Often,"Reading, Playing",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
27/05/2025 21:35:41,15 - 20 years,Female,Semi-urban,SSS 3 ,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Very likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
27/05/2025 21:55:35,10 - 15 years,Male,Semi-urban,SSS 1 ,5,Involved,Yes,University or Polytechnic Degree,Masters Degree,Mother,Very likely,Not likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
27/05/2025 22:08:11,15 - 20 years,Male,Rural,SSS 2 ,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,No,Not Often,Not Often,No,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
27/05/2025 22:16:39,10 - 15 years,Female,Rural,SSS 3 ,7,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Very likely,Very Far,Trekking,No,No,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
27/05/2025 22:20:22,10 - 15 years,Female,Semi-urban,SSS 2 ,5,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Very likely,Not likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"Playing, Sleeping, Hawking/Trading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:10:44,10 - 15 years,Male,Urban,SSS 2 ,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 11:12:40,15 - 20 years,Female,Rural,SSS 3 ,4,Very Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,Mother,Very likely,Likely,Very Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping, Hawking/Trading",No,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:15:18,15 - 20 years,Male,Semi-urban,SSS 1 ,5,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,60 & above,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
06/06/2025 11:18:35,15 - 20 years,Female,Urban,SSS 1 ,3,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Father,Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:22:08,10 - 15 years,Male,Rural,SSS 1 ,8,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,10 - 40 %,Below 1hr,6 - 7hrs,Not Often,"Playing, Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
06/06/2025 11:36:36,15 - 20 years,Female,Semi-urban,SSS 2 ,4,Not at all involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,Yes,No,No,60 & above,Between 1hr - 3hrs,4 - 5hrs,Not Often,"Reading, Playing, Sleeping",No,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:38:48,15 - 20 years,Male,Rural,SSS 3 ,8,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:41:20,15 - 20 years,Female,Semi-urban,SSS 2 ,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,Yes,No,Not Often,Not Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"Reading, Playing, Hawking/Trading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:43:35,10 - 15 years,Male,Urban,SSS 3 ,4,Involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Playing, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 11:58:32,15 - 20 years,Female,Semi-urban,SSS 1 ,5,Not at all involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,Yes,No,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,4 - 5hrs,Not Often,"After school lessons, Playing, Sleeping",Yes,Yes,No,No,No,No,Between 55 - 65 %,Yes,Top 10
06/06/2025 12:06:22,10 - 15 years,Female,Semi-urban,SSS 2 ,4,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Sleeping, Hawking/Trading",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 12:09:54,15 - 20 years,Female,Semi-urban,SSS 2 ,5,Involved,Yes,Masters Degree,PhD,Mother,Likely,Likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 12:14:40,10 - 15 years,Female,Semi-urban,SSS 2 ,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Not likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
06/06/2025 12:20:07,10 - 15 years,Male,Semi-urban,SSS 1 ,6,Very Involved,Yes,Masters Degree,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 12:24:51,15 - 20 years,Male,Urban,SSS 1 ,4,Very Involved,No,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
06/06/2025 12:33:14,15 - 20 years,Male,Semi-urban,SSS 2 ,5,Not at all involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Often,Yes,Yes,Yes,40 - 60 %,3hrs & above,7 - 8hrs,Very Often,"Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 12:41:23,15 - 20 years,Female,Urban,SSS 2 ,5,Involved,Yes,Masters Degree,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Often,Yes,Yes,Yes,40 - 60 %,3hrs & above,7 - 8hrs,Often,"Reading, Playing",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 5
06/06/2025 12:46:03,15 - 20 years,Female,Semi-urban,SSS 3,4,Very Involved,Yes,Masters Degree,Masters Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
06/06/2025 13:03:30,10 - 15 years,Male,Rural,SSS 1 ,5,Involved,No,WAEC/SSCE,WAEC/SSCE,Mother,Likely,Likely,Very Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 13:07:39,15 - 20 years,Male,Rural,SSS 2 ,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading",No,No,No,No,Yes,Yes,65 & above,No,Top 10
06/06/2025 13:13:12,10 - 15 years,Female,Rural,SSS 3 ,6,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,Yes,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 13:17:35,10 - 15 years,Female,Rural,SSS 2 ,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 13:24:05,15 - 20 years,Female,Semi-urban,SSS 2 ,4,Not at all involved,No,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 14:00:21,10 - 15 years,Female,Semi-urban,SSS 1 ,6,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Sleeping, Hawking/Trading",No,No,No,Yes,No,No,65 & above,No,Top 10
06/06/2025 14:02:53,15 - 20 years,Female,Urban,SSS 2 ,3,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Not Often,No,No,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Sleeping",No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
06/06/2025 14:05:36,15 - 20 years,Female,Semi-urban,SSS 1 ,5,Not at all involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:07:12,10 - 15 years,Female,Semi-urban,SSS 3 ,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 14:17:46,10 - 15 years,Female,Urban,SSS 3 ,5,Involved,Yes,PhD,Masters Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Often,Often,No,No,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:25:07,15 - 20 years,Female,Urban,SSS 2 ,2,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Playing",No,No,No,No,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 14:28:19,15 - 20 years,Male,Semi-urban,SSS 1 ,4,Not at all involved,No,PhD,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 14:38:58,15 - 20 years,Female,Semi-urban,SSS 2 ,3,Very Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",No,No,No,No,No,No,65 & above,No,Top 3
06/06/2025 14:41:10,15 - 20 years,Male,Semi-urban,SSS 2 ,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Not Often,Not Often,Yes,Yes,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 14:48:23,15 - 20 years,Female,Semi-urban,SSS 2 ,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 15:01:21,15 - 20 years,Male,Semi-urban,SSS 2 ,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 15:49:46,15 - 20 years,Male,Semi-urban,SSS ,3,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 16:55:33,15 - 20 years,Male,Semi-urban,Ss2,Big or Small,Involved,Yes,Masters Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Often,Yes,Yes,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,Reading,No,Yes,No,No,Yes,Yes,Between 55 - 65 %,No,Top 5
06/06/2025 16:58:04,10 - 15 years,Female,Rural, Ss3,Small,Involved,Yes,WAEC/SSCE,WAEC/SSCE,Mother,Not likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,No,Not Often,Often,No,Yes,No,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,Reading,No,Yes,Yes,No,Yes,No,Between 45 - 55 %,Yes,Top 5
06/06/2025 17:01:22,10 - 15 years,Male,Urban,Jss3,Big,Very Involved,No,WAEC/SSCE,WAEC/SSCE,Father,Not likely,Not likely,Not Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Not Often,Very Often,No,Yes,No,60 & above,3hrs & above,7 - 8hrs,Very Often,Sleeping,No,No,Yes,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
06/06/2025 17:04:01,15 - 20 years,Female,Semi-urban,Ss3,Big,Very Involved,Yes,PhD,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Very likely,Very Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,4 - 5hrs,Very Often,After school lessons,Yes,Yes,Yes,Yes,Yes,No,65 & above,Yes,Top 3
06/06/2025 17:14:34,15 - 20 years,Male,Rural,SSS 1 ,6,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Playing, Sleeping",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 17:17:56,15 - 20 years,Female,Semi-urban,SSS 2 ,5,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
06/06/2025 17:24:31,15 - 20 years,Female,Rural,SSS 2 ,5,Involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Playing, Sleeping",No,Yes,No,Yes,No,No,Between 55 - 65 %,No,Top 3
06/06/2025 17:30:44,15 - 20 years,Female,Semi-urban,SSS 3 ,5,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
06/06/2025 17:37:42,10 - 15 years,Male,Rural,Ss1,Big,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Not likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,10 - 40 %,Below 1hr,4 - 5hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,Below 40 %,Yes,Top 10
